InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
112284,S3109,Product 3285,16,2019-09-21,1.36,17248,Australia
112285,S3056,Product 2343,1,2020-05-23,14.07,23146,France
112286,S3995,Product 171,6,2019-01-25,44.37,40144,Netherlands
112287,S2683,Product 4342,17,2020-02-28,24.31,40744,Spain
112288,S4691,Product 1640,13,2019-04-22,30.15,45608,Germany
112289,S0614,Product 617,10,2020-10-23,37.61,10605,United Kingdom
112290,S1873,Product 240,10,2020-03-30,7.82,11327,Spain
112291,S3155,Product 4494,1,2020-04-24,11.15,44778,Germany
112292,S4561,Product 1857,7,2019-11-16,49.93,31840,Australia
112293,S3374,Product 923,9,2019-07-10,12.25,25746,France
112294,S3192,Product 4888,11,2019-01-30,27.19,14938,Australia
112295,S0568,Product 1905,2,2020-12-08,15.29,58304,Germany
112296,S4134,Product 3150,1,2019-10-19,42.65,22192,Australia
112297,S0245,Product 813,12,2019-02-28,48.11,42302,France
112298,S0021,Product 1731,7,2019-10-09,7.49,14936,United Kingdom
112299,S0394,Product 832,19,2019-02-26,30.23,36112,Germany
112300,S3815,Product 3425,5,2020-08-12,40.67,10581,Netherlands
112301,S2056,Product 2208,12,2019-05-23,41.24,17393,Australia
112302,S3516,Product 4840,14,2019-02-04,22.3,44436,Australia
112303,S2376,Product 3433,7,2019-07-23,11.66,26898,Netherlands
112304,S1911,Product 4909,8,2019-05-12,19.66,33396,Netherlands
112305,S0290,Product 3369,14,2019-03-17,37.68,40439,France
112306,S2559,Product 2228,12,2019-10-15,49.69,44245,Australia
112307,S0361,Product 2261,9,2020-01-19,27.94,46618,Germany
112308,S1623,Product 4626,10,2019-10-24,10.16,44634,Spain
112309,S4315,Product 2918,10,2019-04-07,2.58,11319,Germany
112310,S4095,Product 3521,1,2020-06-05,47.21,14197,Germany
112311,S2454,Product 4381,6,2019-02-12,24.41,13135,Australia
112312,S2016,Product 2709,14,2019-10-26,35.97,45539,Australia
112313,S2041,Product 1821,9,2020-02-05,33.18,45289,United Kingdom
112314,S2045,Product 649,12,2020-03-01,44.6,32841,Spain
112315,S2801,Product 189,19,2020-05-14,13.67,53234,Netherlands
112316,S2971,Product 1223,12,2020-03-04,22.37,34295,France
112317,S0832,Product 479,13,2020-07-14,45.72,20495,Spain
112318,S1794,Product 3063,3,2020-02-19,29.49,22524,Netherlands
112319,S3693,Product 2026,11,2020-08-13,4.03,14585,France
112320,S1792,Product 4613,2,2020-10-01,10.13,12712,Spain
112321,S2842,Product 1889,18,2019-01-11,12.24,15405,France
112322,S4691,Product 1551,18,2019-11-27,49.69,35112,France
112323,S2155,Product 2917,9,2020-05-12,11.59,38681,Netherlands
112324,S0581,Product 3256,1,2019-09-29,43.55,34940,United Kingdom
112325,S2854,Product 2807,16,2019-10-25,4.37,40008,Netherlands
112326,S2237,Product 34,1,2020-11-21,9.5,14770,Spain
112327,S4177,Product 296,5,2019-02-09,43.67,12330,Netherlands
112328,S2156,Product 2501,17,2019-04-06,45.0,40971,Netherlands
112329,S1345,Product 3780,8,2019-10-01,9.22,58067,Netherlands
112330,S0346,Product 3577,6,2020-11-28,11.88,46859,Australia
112331,S1887,Product 1430,1,2020-08-12,26.76,32077,Australia
112332,S0555,Product 2190,13,2019-09-23,3.11,10412,Australia
112333,S3771,Product 1988,18,2020-03-28,47.29,26738,Spain
112334,S4398,Product 4744,4,2020-10-02,18.42,12196,Spain
112335,S0200,Product 2883,15,2019-11-13,24.72,51128,France
112336,S2941,Product 1710,14,2020-10-16,5.7,49326,France
112337,S3491,Product 2778,16,2020-07-19,2.11,15023,Spain
112338,S0307,Product 3698,5,2019-12-12,23.66,47891,Australia
112339,S3076,Product 1548,1,2020-10-27,6.52,57181,France
112340,S1657,Product 463,4,2020-09-30,31.7,53602,Netherlands
112341,S2693,Product 3316,17,2019-08-08,39.83,27455,Germany
112342,S1765,Product 3305,6,2019-04-21,2.07,17036,Australia
112343,S0276,Product 514,4,2019-06-20,30.81,53271,Australia
112344,S3362,Product 4097,7,2019-03-02,40.87,41364,Australia
112345,S1402,Product 3567,1,2019-03-18,22.25,55767,Germany
112346,S4734,Product 3804,10,2020-06-11,48.01,16320,France
112347,S1776,Product 3688,13,2019-09-23,6.0,24021,France
112348,S3382,Product 3939,9,2019-11-07,16.49,20850,United Kingdom
112349,S4051,Product 3490,14,2019-02-12,11.89,38980,Netherlands
112350,S3461,Product 1472,1,2020-03-16,49.81,21134,Netherlands
112351,S1881,Product 338,9,2020-10-01,15.06,28547,United Kingdom
112352,S3836,Product 3082,6,2020-12-26,19.7,53579,United Kingdom
112353,S4279,Product 3413,10,2020-07-25,42.46,47309,Germany
112354,S1845,Product 2393,11,2019-04-12,46.53,44250,Netherlands
112355,S3378,Product 977,7,2020-01-16,46.92,13468,Netherlands
112356,S0072,Product 4979,12,2020-10-29,28.13,22120,Australia
112357,S1677,Product 2246,12,2019-09-19,33.33,44610,Spain
112358,S1296,Product 4069,14,2020-08-26,17.78,58630,Netherlands
112359,S1044,Product 1704,10,2020-06-19,30.55,15410,Germany
112360,S2626,Product 872,16,2020-07-10,15.49,19305,Germany
112361,S3043,Product 3410,4,2019-08-21,37.43,26754,Australia
112362,S0815,Product 2590,14,2019-08-09,15.71,23907,United Kingdom
112363,S2195,Product 4553,2,2020-08-04,44.03,19446,Germany
112364,S3501,Product 1550,2,2019-09-14,7.6,52346,Germany
112365,S0310,Product 3508,11,2020-10-30,28.8,23483,Australia
112366,S2062,Product 4462,11,2019-01-05,26.27,55355,Spain
112367,S4228,Product 2622,6,2020-09-17,13.55,21397,Germany
112368,S1878,Product 2530,3,2020-07-19,1.89,24992,France
112369,S2803,Product 2158,9,2020-05-23,7.85,11911,France
112370,S2487,Product 2357,3,2019-09-07,48.41,20842,United Kingdom
112371,S4836,Product 160,1,2020-01-27,47.09,21560,Netherlands
112372,S3746,Product 4940,2,2019-03-12,6.41,15610,Netherlands
112373,S0795,Product 2103,15,2020-08-04,19.06,25826,Spain
112374,S4015,Product 2809,11,2020-03-23,23.52,47865,Germany
112375,S4354,Product 2000,8,2020-10-27,24.16,36335,Australia
112376,S3408,Product 2582,16,2020-10-28,15.29,16634,Germany
112377,S2457,Product 2994,17,2020-05-10,45.69,34726,Australia
112378,S1852,Product 2935,3,2020-11-01,45.47,24504,Germany
112379,S0975,Product 2312,8,2020-01-10,1.44,52014,Germany
112380,S1048,Product 2796,7,2020-11-23,32.68,55455,Germany
112381,S4367,Product 4329,3,2019-04-26,4.18,46474,France
112382,S4238,Product 4329,7,2019-02-17,30.08,10898,Spain
112383,S3790,Product 3589,5,2020-10-11,43.41,13151,United Kingdom
112384,S4998,Product 3117,1,2019-06-05,32.65,26369,United Kingdom
112385,S3022,Product 4654,5,2019-09-25,23.71,27266,Australia
112386,S4370,Product 3748,3,2020-05-20,47.92,35231,France
112387,S4030,Product 1950,18,2019-09-28,37.46,20308,Germany
112388,S0465,Product 1460,19,2019-03-07,12.84,19435,Germany
112389,S0288,Product 4431,10,2019-12-04,19.65,52514,Netherlands
112390,S3196,Product 2452,4,2019-04-27,38.11,33128,Australia
112391,S0876,Product 4352,13,2020-01-16,1.46,10594,United Kingdom
112392,S1993,Product 3068,1,2019-07-09,3.67,48205,Netherlands
112393,S2926,Product 4091,4,2019-10-27,43.04,38930,Australia
112394,S1121,Product 2989,9,2019-06-20,2.63,54807,United Kingdom
112395,S0447,Product 772,17,2020-06-18,34.09,33257,Netherlands
112396,S2833,Product 1112,11,2019-01-06,16.29,52398,Germany
112397,S3569,Product 3312,7,2019-07-05,41.38,20002,Germany
112398,S2897,Product 4407,7,2019-11-01,42.44,40326,Germany
112399,S0722,Product 1595,13,2019-07-14,47.69,51680,Spain
112400,S2164,Product 2730,19,2019-11-17,5.23,55376,Netherlands
112401,S2583,Product 1282,17,2019-09-23,21.43,10820,Spain
112402,S1352,Product 3586,18,2020-12-08,28.91,36380,Spain
112403,S3981,Product 2829,13,2020-07-26,45.84,19786,Netherlands
112404,S4503,Product 2374,17,2019-05-21,13.69,37832,Germany
112405,S3385,Product 4886,18,2019-04-02,4.05,38586,France
112406,S1726,Product 342,2,2020-08-29,10.49,42779,Australia
112407,S0694,Product 4934,19,2019-07-28,25.03,32625,United Kingdom
112408,S3414,Product 4724,15,2019-05-25,34.21,10407,Netherlands
112409,S0495,Product 2819,9,2020-04-29,34.69,52376,Germany
112410,S0948,Product 2926,14,2020-10-13,4.2,32191,Spain
112411,S0023,Product 1273,19,2019-11-22,38.19,30547,Germany
112412,S1129,Product 710,8,2020-11-15,33.18,13736,Australia
112413,S0558,Product 739,12,2020-09-30,20.67,54899,Netherlands
112414,S1617,Product 1779,17,2020-04-26,28.77,29222,Netherlands
112415,S3731,Product 4591,12,2019-04-24,38.5,56438,United Kingdom
112416,S1657,Product 4131,15,2020-11-10,13.47,25677,United Kingdom
112417,S4174,Product 3719,5,2020-04-21,47.03,14796,Netherlands
112418,S0807,Product 4914,2,2020-12-15,7.32,32647,Australia
112419,S3313,Product 10,18,2020-01-11,45.16,29306,United Kingdom
112420,S4864,Product 1738,3,2019-05-18,37.17,54041,Spain
112421,S0454,Product 2579,5,2020-08-17,33.2,20483,Germany
112422,S2976,Product 1559,2,2019-01-02,4.6,42068,France
112423,S2325,Product 2143,9,2019-11-08,45.99,13387,Germany
112424,S1448,Product 2624,5,2019-11-18,15.12,30316,Australia
112425,S2562,Product 4001,17,2019-01-13,37.41,13904,Germany
112426,S2512,Product 4546,15,2020-02-19,44.3,27877,Netherlands
112427,S2872,Product 2144,13,2019-02-09,12.59,22088,Australia
112428,S0363,Product 865,9,2020-07-30,45.77,17790,France
112429,S3455,Product 1801,2,2020-12-18,30.79,15334,United Kingdom
112430,S2799,Product 3453,2,2019-05-24,33.12,10473,United Kingdom
112431,S4621,Product 2717,11,2019-11-29,45.77,49437,Germany
112432,S3454,Product 4303,3,2020-01-08,26.57,33331,Netherlands
112433,S3256,Product 1810,3,2019-06-24,22.31,50190,France
112434,S1218,Product 4946,10,2020-05-09,31.84,44047,Netherlands
112435,S1486,Product 4342,2,2019-08-05,27.92,27227,France
112436,S2104,Product 1998,1,2020-09-26,3.54,48735,Australia
112437,S2537,Product 2932,6,2020-09-05,9.43,59038,France
112438,S1856,Product 2131,6,2019-01-07,1.17,18135,United Kingdom
112439,S4818,Product 4413,11,2019-01-17,5.85,48059,Germany
112440,S1208,Product 2693,16,2020-05-05,36.63,47709,United Kingdom
112441,S1449,Product 3177,1,2020-04-16,0.73,39046,Netherlands
112442,S1508,Product 2797,5,2020-05-26,15.57,21723,United Kingdom
112443,S1004,Product 4696,10,2019-04-12,22.74,26958,Germany
112444,S0926,Product 1556,6,2020-04-09,46.92,34855,Spain
112445,S4952,Product 3691,11,2020-01-09,16.69,59919,United Kingdom
112446,S0084,Product 4937,16,2020-04-17,39.26,29969,Netherlands
112447,S3743,Product 3573,13,2019-11-25,20.73,49811,Germany
112448,S3928,Product 4444,12,2020-01-22,5.38,35179,Netherlands
112449,S1543,Product 331,18,2019-06-22,5.39,58488,Australia
112450,S0986,Product 4706,13,2020-11-29,21.91,49335,France
112451,S4232,Product 1945,5,2019-02-01,3.37,37142,Germany
112452,S0909,Product 4840,13,2019-11-19,28.8,44284,France
112453,S2909,Product 3959,13,2019-04-14,24.94,56539,Germany
112454,S4686,Product 4665,19,2019-01-08,35.28,22715,Spain
112455,S2738,Product 1685,19,2019-08-15,9.69,36102,Spain
112456,S2587,Product 2437,13,2019-08-07,29.85,52450,Germany
112457,S1144,Product 971,11,2020-03-14,9.14,15571,France
112458,S1332,Product 747,16,2019-02-25,36.25,24465,Australia
112459,S3349,Product 2185,14,2020-04-05,15.7,48359,France
112460,S1554,Product 1385,10,2020-11-02,30.91,15370,Netherlands
112461,S2343,Product 4031,2,2020-08-02,44.19,36824,Germany
112462,S1807,Product 1019,8,2019-01-28,24.67,29578,France
112463,S2101,Product 2579,8,2019-12-31,10.02,19734,Germany
112464,S0806,Product 4112,14,2020-12-27,44.36,38700,Spain
112465,S4148,Product 4664,14,2020-06-08,18.25,27890,France
112466,S2776,Product 3941,18,2020-08-21,36.65,57935,France
112467,S0072,Product 2025,15,2020-05-15,16.34,36263,Spain
112468,S0028,Product 1543,16,2019-09-22,15.26,49168,Australia
112469,S0469,Product 2712,14,2019-09-14,32.28,12419,Netherlands
112470,S3984,Product 3047,10,2020-03-15,8.24,19645,Germany
112471,S0764,Product 1455,2,2019-03-22,43.42,42481,Germany
112472,S1425,Product 3004,5,2019-03-10,19.69,11322,Germany
112473,S2249,Product 1703,3,2019-04-30,1.45,23193,Germany
112474,S3833,Product 4421,7,2019-08-19,15.62,45406,Australia
112475,S4916,Product 3874,12,2020-03-12,39.36,12634,United Kingdom
112476,S4061,Product 122,10,2020-02-16,43.04,27383,Spain
112477,S4071,Product 1477,11,2020-01-27,28.61,58032,Netherlands
112478,S1676,Product 266,17,2020-10-25,15.06,32972,Spain
112479,S0560,Product 28,4,2019-08-03,26.63,32495,Germany
112480,S4475,Product 2125,6,2020-08-22,41.9,32565,United Kingdom
112481,S3832,Product 432,7,2019-07-09,16.14,53762,United Kingdom
112482,S1919,Product 4975,5,2019-09-21,19.58,46660,Spain
112483,S0079,Product 3778,6,2019-06-22,27.21,34118,France
112484,S4930,Product 4532,17,2019-08-03,44.41,21280,Australia
112485,S3648,Product 1086,14,2019-04-21,29.32,49853,Netherlands
112486,S1032,Product 2095,11,2020-06-14,10.78,49523,United Kingdom
112487,S2073,Product 2486,5,2020-06-14,4.91,49297,Australia
112488,S4546,Product 101,2,2020-01-29,5.2,51455,Germany
112489,S1485,Product 2155,14,2019-01-10,47.54,43267,France
112490,S2246,Product 3049,16,2020-05-06,41.21,57713,Netherlands
112491,S1551,Product 4983,2,2019-11-24,38.41,23450,Germany
112492,S4786,Product 800,17,2019-06-21,25.07,22877,Spain
112493,S4683,Product 3823,16,2020-10-13,33.79,24089,Australia
112494,S1830,Product 1296,9,2020-11-28,6.8,20518,United Kingdom
112495,S3752,Product 435,9,2019-06-01,31.23,47207,Spain
112496,S4723,Product 3805,5,2019-09-20,40.63,39739,France
112497,S2032,Product 2614,4,2019-08-26,3.58,26074,United Kingdom
112498,S4460,Product 916,7,2020-04-28,15.16,29702,Germany
112499,S3857,Product 2276,5,2020-05-10,5.96,24184,France
112500,S2183,Product 4641,3,2019-01-19,13.38,27307,Netherlands
112501,S4470,Product 648,8,2019-09-24,38.74,46807,Australia
112502,S2095,Product 2296,16,2020-05-28,16.94,42629,Germany
112503,S3904,Product 4079,6,2020-12-10,34.64,25396,Netherlands
112504,S3033,Product 1432,9,2019-10-24,38.78,11022,United Kingdom
112505,S1549,Product 2362,18,2020-10-22,40.92,31055,Netherlands
112506,S0368,Product 4133,11,2019-11-17,43.73,12350,Australia
112507,S0065,Product 724,19,2019-12-28,30.08,30974,United Kingdom
112508,S3300,Product 1548,7,2019-05-23,14.39,58125,Netherlands
112509,S4850,Product 980,10,2019-11-02,7.95,40529,Spain
112510,S2036,Product 84,5,2019-09-30,25.43,43324,Australia
112511,S2864,Product 3487,7,2020-08-30,5.63,30537,Spain
112512,S1877,Product 1366,6,2020-02-06,45.58,39760,France
112513,S4852,Product 4815,18,2020-01-04,22.4,52365,Australia
112514,S2229,Product 550,15,2019-07-07,43.71,37624,Australia
112515,S0597,Product 3493,10,2019-08-17,35.61,41043,Netherlands
112516,S3607,Product 2763,6,2019-11-26,42.93,57343,United Kingdom
112517,S2675,Product 3854,1,2019-06-11,44.26,51583,Germany
112518,S3890,Product 4683,10,2020-07-26,3.14,15378,United Kingdom
112519,S3507,Product 3200,15,2020-07-23,36.4,13673,Spain
112520,S1835,Product 152,14,2019-03-04,11.71,42597,Australia
112521,S1396,Product 3499,16,2019-02-27,49.47,51225,Germany
112522,S1587,Product 2213,5,2020-11-25,39.03,53814,Netherlands
112523,S0112,Product 2986,14,2019-05-28,0.69,56656,Australia
112524,S0453,Product 4095,16,2020-07-25,46.41,17536,Australia
112525,S2804,Product 1568,14,2019-06-19,14.97,28745,Spain
112526,S2632,Product 212,7,2020-07-14,21.12,17411,Netherlands
112527,S2187,Product 4838,19,2019-03-23,30.81,50228,Spain
112528,S4349,Product 2180,4,2019-10-03,45.86,46735,Netherlands
112529,S2005,Product 3224,18,2019-03-08,46.4,32305,Spain
112530,S1460,Product 4192,15,2019-08-13,28.39,51865,France
112531,S1943,Product 1527,17,2019-11-05,16.18,41013,United Kingdom
112532,S3494,Product 522,1,2020-07-25,14.32,16651,United Kingdom
112533,S1858,Product 3947,15,2020-04-09,18.54,33113,Netherlands
112534,S0062,Product 1703,16,2019-08-15,9.44,25327,Netherlands
112535,S1495,Product 18,11,2019-10-15,33.66,18220,Germany
112536,S1181,Product 3481,9,2020-12-29,26.63,19905,Germany
112537,S4902,Product 1720,17,2019-12-04,38.79,56400,United Kingdom
112538,S2789,Product 3317,15,2020-07-14,5.16,52347,United Kingdom
112539,S1876,Product 4015,8,2020-08-11,20.3,50184,France
112540,S2209,Product 879,18,2019-04-26,12.37,24589,Netherlands
112541,S4637,Product 594,8,2019-11-09,26.99,45587,Netherlands
112542,S4722,Product 4739,3,2019-03-02,23.68,38768,United Kingdom
112543,S0106,Product 4897,19,2019-12-29,22.75,18941,Netherlands
112544,S1155,Product 4551,14,2019-09-23,16.12,23975,Germany
112545,S3429,Product 1610,2,2019-01-31,36.48,51640,Netherlands
112546,S4088,Product 876,1,2019-12-27,24.34,14617,Germany
112547,S1709,Product 3232,5,2019-10-02,10.51,45371,Spain
112548,S2824,Product 2449,17,2019-11-24,27.6,57803,Netherlands
112549,S3926,Product 4558,1,2019-11-12,30.04,11177,Spain
112550,S1909,Product 2137,16,2020-12-21,1.56,54171,United Kingdom
112551,S2050,Product 2054,3,2020-01-25,10.59,53027,Netherlands
112552,S4465,Product 84,10,2020-12-19,12.5,29937,Australia
112553,S1275,Product 1440,19,2020-07-22,12.78,51250,Australia
112554,S0946,Product 2669,11,2020-05-14,12.32,38012,France
112555,S3905,Product 2220,3,2020-12-05,13.95,26597,Australia
112556,S2228,Product 699,2,2020-03-09,13.5,24910,Australia
112557,S3797,Product 1821,3,2020-06-20,44.26,35232,Australia
112558,S0293,Product 4626,15,2019-09-19,16.32,11871,Australia
112559,S4680,Product 4415,9,2020-04-15,17.81,57702,France
112560,S2223,Product 1099,15,2019-02-24,13.68,53940,Australia
112561,S3974,Product 2895,2,2020-12-01,48.39,55297,Spain
112562,S2492,Product 3418,6,2019-08-25,27.01,59886,France
112563,S2476,Product 249,5,2019-08-13,30.72,57246,Germany
112564,S4861,Product 4483,6,2020-06-19,36.91,20124,United Kingdom
112565,S3730,Product 1958,5,2020-06-25,17.02,43749,Australia
112566,S0428,Product 1891,12,2020-07-16,48.45,53912,Australia
112567,S2973,Product 4459,4,2020-11-13,8.04,59613,Germany
112568,S0107,Product 3368,14,2020-02-14,23.16,46980,United Kingdom
112569,S3620,Product 2116,14,2019-08-31,7.7,27990,France
112570,S4755,Product 3064,11,2019-08-24,39.62,54387,United Kingdom
112571,S3334,Product 1807,1,2019-05-09,5.81,37670,Australia
112572,S3993,Product 296,5,2020-04-08,27.92,45624,Germany
112573,S1226,Product 2695,5,2020-11-17,5.69,56070,Spain
112574,S4005,Product 1992,12,2020-06-14,22.91,15208,Spain
112575,S4251,Product 3940,5,2020-12-04,14.38,12902,Netherlands
112576,S3369,Product 32,13,2019-03-03,45.21,13530,Australia
112577,S0896,Product 4651,11,2019-08-08,3.13,58927,Germany
112578,S3906,Product 3876,1,2020-05-31,32.67,39556,Germany
112579,S1621,Product 4401,12,2019-10-31,34.91,32208,Spain
112580,S3864,Product 793,6,2020-02-15,44.5,48891,France
112581,S2293,Product 4192,11,2020-08-16,43.95,42731,Spain
112582,S1386,Product 1090,12,2019-11-28,48.86,12022,Netherlands
112583,S3900,Product 230,6,2020-03-18,13.07,11855,Netherlands
112584,S3593,Product 2781,5,2019-05-09,14.1,22872,Germany
112585,S2434,Product 4454,18,2020-05-04,20.17,52461,Germany
112586,S2807,Product 4498,16,2020-11-13,27.11,24658,Netherlands
112587,S3384,Product 790,13,2020-11-06,18.67,22138,Germany
112588,S1302,Product 4195,7,2019-06-05,37.14,52462,Australia
112589,S0759,Product 4367,14,2020-06-04,0.92,32196,United Kingdom
112590,S0747,Product 1799,1,2019-02-21,1.37,29977,Netherlands
112591,S0593,Product 3981,12,2020-11-13,35.94,47938,Netherlands
112592,S2887,Product 4458,3,2019-12-30,44.21,56751,Germany
112593,S4112,Product 3241,18,2019-11-30,38.94,46032,United Kingdom
112594,S1069,Product 4636,11,2020-04-08,6.3,41277,Australia
112595,S3308,Product 3857,7,2020-01-18,46.78,12759,Netherlands
112596,S0703,Product 4929,10,2019-09-25,26.33,10102,United Kingdom
112597,S4709,Product 314,19,2020-02-27,37.24,44441,Netherlands
112598,S0105,Product 233,13,2019-07-31,10.45,51298,United Kingdom
112599,S1498,Product 3508,14,2019-11-05,27.67,21453,Spain
112600,S3834,Product 1030,15,2019-02-23,16.84,21380,Netherlands
112601,S0396,Product 3607,6,2019-02-15,48.75,53078,United Kingdom
112602,S3518,Product 2712,7,2019-10-01,23.97,45784,Spain
112603,S2654,Product 4340,13,2019-09-20,37.9,39493,Germany
112604,S3292,Product 2289,16,2020-12-09,30.36,31471,France
112605,S2011,Product 4000,15,2020-11-12,5.17,34274,United Kingdom
112606,S3882,Product 2606,18,2020-07-17,27.37,52918,Spain
112607,S4947,Product 3345,3,2020-07-31,27.24,15916,Australia
112608,S1989,Product 2123,16,2019-01-17,35.93,33823,Netherlands
112609,S4538,Product 2331,1,2020-04-05,16.43,46070,Spain
112610,S1669,Product 3780,1,2019-11-25,43.1,11963,France
112611,S4969,Product 4183,19,2019-05-01,31.32,13522,France
112612,S4763,Product 881,6,2020-12-16,2.45,32288,France
112613,S1052,Product 2978,11,2020-05-08,35.49,58848,Germany
112614,S2842,Product 1173,7,2020-07-12,45.39,42739,Australia
112615,S4724,Product 160,3,2020-08-06,34.32,21359,United Kingdom
112616,S3585,Product 2494,6,2020-10-26,19.31,42246,Australia
112617,S0348,Product 2130,1,2020-03-17,29.74,53303,Netherlands
112618,S1264,Product 3079,8,2020-08-10,8.98,29103,United Kingdom
112619,S4666,Product 2230,14,2019-02-02,30.26,40122,United Kingdom
112620,S2743,Product 2918,4,2019-06-23,25.3,47861,Germany
112621,S2074,Product 3014,4,2019-12-04,1.79,42204,Netherlands
112622,S3149,Product 1550,16,2020-11-06,16.43,33470,Australia
112623,S1352,Product 4574,11,2020-07-05,9.97,40779,Germany
112624,S2822,Product 3386,7,2020-09-07,19.84,48923,Netherlands
112625,S3828,Product 1580,1,2020-01-23,12.47,14693,Australia
112626,S0670,Product 3372,9,2020-07-05,41.8,28036,Spain
112627,S4814,Product 1961,6,2019-04-01,35.04,37705,Australia
112628,S2647,Product 3845,13,2020-05-28,37.14,53797,Australia
112629,S0267,Product 4698,12,2019-09-25,18.36,44495,Netherlands
112630,S1439,Product 2391,19,2020-11-15,0.67,28761,Germany
112631,S2694,Product 1420,17,2019-05-06,11.35,25755,Spain
112632,S1023,Product 3918,1,2020-09-08,37.89,12403,Netherlands
112633,S2038,Product 3836,9,2020-10-20,30.34,30955,France
112634,S0565,Product 4429,8,2020-09-14,27.16,21031,Germany
112635,S1060,Product 4451,2,2020-05-18,14.39,34539,Spain
112636,S1425,Product 3631,18,2019-10-02,4.25,29911,France
112637,S4124,Product 4943,4,2020-12-30,39.35,51491,Spain
112638,S0220,Product 163,1,2019-12-07,2.41,18726,Australia
112639,S0406,Product 116,12,2019-02-15,3.43,28874,Netherlands
112640,S1638,Product 1471,16,2019-12-08,15.1,27762,Netherlands
112641,S2319,Product 3080,18,2019-04-13,28.86,54576,Spain
112642,S1760,Product 3853,5,2020-01-31,49.62,59197,Spain
112643,S1675,Product 2839,16,2019-10-19,4.99,37682,Netherlands
112644,S0792,Product 543,9,2020-05-19,23.92,26405,United Kingdom
112645,S3583,Product 414,9,2019-11-17,30.29,56113,Australia
112646,S1310,Product 682,2,2020-06-02,41.24,28532,Spain
112647,S3834,Product 642,14,2020-12-03,34.64,35061,United Kingdom
112648,S4930,Product 3979,11,2020-09-09,40.48,58281,Netherlands
112649,S4413,Product 1433,2,2020-01-31,26.36,29496,France
112650,S1331,Product 669,16,2019-07-08,21.98,59508,France
112651,S4447,Product 2070,19,2020-02-13,31.13,19841,Germany
112652,S0511,Product 969,13,2019-07-19,45.09,11488,Germany
112653,S2573,Product 1181,17,2019-09-12,27.77,30478,Netherlands
112654,S3930,Product 4820,1,2019-12-01,30.48,55127,Spain
112655,S0492,Product 3236,19,2019-04-12,17.23,46422,France
112656,S1618,Product 252,16,2020-04-08,30.01,23421,Spain
112657,S2057,Product 4301,13,2020-01-26,31.57,28026,United Kingdom
112658,S1521,Product 2880,19,2019-02-15,37.79,43532,Netherlands
112659,S1584,Product 3999,3,2020-11-18,28.82,53079,Australia
112660,S1576,Product 791,3,2020-08-23,10.28,44528,Germany
112661,S3947,Product 4561,1,2020-03-21,29.31,20885,Netherlands
112662,S1762,Product 1496,3,2019-04-22,15.24,42813,Germany
112663,S1992,Product 4490,16,2019-06-10,4.82,52575,Netherlands
112664,S3180,Product 3069,8,2020-08-03,41.36,46109,Netherlands
112665,S3327,Product 2708,16,2020-08-28,3.77,50993,Germany
112666,S1047,Product 2578,13,2020-11-27,31.77,29383,United Kingdom
112667,S2893,Product 1236,13,2019-08-24,49.43,40265,Netherlands
112668,S2614,Product 1059,11,2019-09-01,4.84,20209,France
112669,S3893,Product 1171,4,2020-02-22,11.4,32744,Netherlands
112670,S4145,Product 3619,4,2020-04-02,38.16,46693,Spain
112671,S0462,Product 3660,15,2020-12-02,5.3,42450,France
112672,S4432,Product 3656,4,2020-03-15,41.72,41336,Spain
112673,S1382,Product 57,8,2019-10-08,0.51,44686,Germany
112674,S1146,Product 1893,2,2020-05-09,44.55,25825,Germany
112675,S3516,Product 2570,15,2020-02-25,3.81,36039,Germany
112676,S4455,Product 4081,14,2020-11-26,46.14,43036,Australia
112677,S0193,Product 4457,2,2019-02-08,43.3,57229,Spain
112678,S3535,Product 1949,3,2020-05-25,27.21,34148,Germany
112679,S0756,Product 223,11,2020-12-18,39.01,12908,France
112680,S1685,Product 1640,7,2019-11-21,4.21,42968,Germany
112681,S2526,Product 4423,16,2019-08-05,7.19,49527,Netherlands
112682,S0828,Product 1758,7,2020-07-10,18.78,48741,Spain
112683,S0890,Product 836,11,2019-11-18,27.1,43836,Spain
112684,S4749,Product 2537,2,2020-09-15,43.48,48558,Spain
112685,S2456,Product 2526,8,2019-05-28,27.36,27861,Spain
112686,S2334,Product 985,7,2020-09-07,33.43,59709,United Kingdom
112687,S4947,Product 1358,6,2020-06-01,34.15,49547,Germany
112688,S0111,Product 4888,16,2020-02-21,43.94,39574,Netherlands
112689,S4716,Product 3061,11,2019-03-19,38.95,20282,Netherlands
112690,S0793,Product 4478,3,2020-01-06,48.86,14946,Australia
112691,S4684,Product 1447,18,2020-10-27,1.49,40062,Spain
112692,S2644,Product 1372,9,2020-08-12,10.79,50723,Netherlands
112693,S3415,Product 3225,17,2020-02-24,46.56,21660,Germany
112694,S1310,Product 1875,2,2019-11-14,39.71,12990,France
112695,S0297,Product 2500,10,2020-09-17,13.73,53988,Netherlands
112696,S1630,Product 3362,10,2020-10-24,48.73,32756,Australia
112697,S0569,Product 1143,17,2019-12-02,43.56,52208,United Kingdom
112698,S4928,Product 4310,8,2020-08-23,3.7,23295,Spain
112699,S4706,Product 565,6,2020-09-10,40.66,43173,France
112700,S4112,Product 4828,11,2020-04-11,39.33,54346,Australia
112701,S0072,Product 4535,5,2020-11-12,11.45,56282,France
